Name,Instance Count,Size (bytes)
java.lang.invoke.ClassSpecializer$1,1,16
java.lang.invoke.LambdaForm$Kind[ ],1,280
java.lang.invoke.LambdaForm$Name[ ][ ],1,40
java.lang.invoke.MemberName$Factory,1,16
java.lang.invoke.MethodHandleImpl$1,1,16
java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle,1,40
java.lang.invoke.MethodHandleImpl$Intrinsic[ ],1,64
java.lang.invoke.MethodHandleNatives$CallSiteContext,1,32
java.lang.invoke.MethodHandles$Lookup$ClassOption[ ],1,24
java.lang.invoke.MethodType$ConcurrentWeakInternSet,1,24
java.lang.invoke.StringConcatFactory$1,1,16
java.lang.invoke.StringConcatFactory$2,1,16
java.lang.invoke.StringConcatFactory$3,1,16
java.lang.invoke.VarHandle$1,1,16
java.lang.invoke.VarHandle$AccessMode[ ],1,144
java.lang.invoke.VarHandle$AccessType[ ],1,40
java.lang.invoke.VarHandleInts$Array,1,32
java.lang.invoke.VarHandles$1,1,24
java.lang.management.DefaultPlatformMBeanProvider,1,16
java.lang.management.DefaultPlatformMBeanProvider$1,1,24
java.lang.management.DefaultPlatformMBeanProvider$10,1,24
java.lang.management.DefaultPlatformMBeanProvider$11,1,24
java.lang.management.DefaultPlatformMBeanProvider$2,1,24
java.lang.management.DefaultPlatformMBeanProvider$3,1,24
java.lang.management.DefaultPlatformMBeanProvider$4,1,24
java.lang.management.DefaultPlatformMBeanProvider$5,1,24
java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$69.0x0000000100180290,1,16
java.lang.management.DefaultPlatformMBeanProvider$6,1,24
java.lang.management.DefaultPlatformMBeanProvider$7,1,24
java.lang.management.DefaultPlatformMBeanProvider$8,1,24
java.lang.management.DefaultPlatformMBeanProvider$9,1,24
java.lang.management.ManagementFactory$$Lambda$11.0x00000001000d1620,1,16
java.lang.management.ManagementFactory$$Lambda$60.0x00000001001692f8,1,16
java.lang.management.ManagementFactory$$Lambda$61.0x0000000100169540,1,16
java.lang.management.ManagementFactory$$Lambda$62.0x0000000100169778,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$12.0x00000001000d2058,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$21.0x00000001000e7500,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$22.0x00000001000e84f8,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$24.0x00000001000e8968,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$28.0x00000001000ea798,1,16
java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$29.0x00000001000eafd0,1,16
java.lang.management.MemoryManagerMXBean[ ],1,32
java.lang.management.MemoryPoolMXBean[ ],1,48
java.lang.management.MemoryType[ ],1,24
java.lang.module.ModuleDescriptor$1,1,16
java.lang.module.ModuleDescriptor$Builder$$Lambda$120.0x00000001002388c0,1,16
java.lang.module.ModuleDescriptor$Modifier[ ],1,32
java.lang.module.ModuleDescriptor$Requires$Modifier[ ],1,32
java.lang.module.ModuleDescriptor$Version,1,32
java.lang.ref.Cleaner,1,16
java.lang.ref.Cleaner$1,1,16
java.lang.ref.Finalizer,1,40
java.lang.ref.Finalizer$FinalizerThread,1,376
java.lang.ref.Reference$1,1,16
java.lang.ref.Reference$ReferenceHandler,1,368
java.lang.reflect.Proxy$$Lambda$64.0x000000010017dd60,1,16
java.lang.reflect.Proxy$ProxyBuilder$$Lambda$119.0x0000000100238490,1,16
java.lang.reflect.ProxyGenerator$$Lambda$66.0x000000010017ead0,1,16
java.lang.reflect.ProxyGenerator$$Lambda$67.0x000000010017ed08,1,16
java.lang.reflect.ReflectAccess,1,16
java.math.BigInteger[ ][ ],1,168
java.math.RoundingMode[ ],1,48
java.net.Inet6AddressImpl,1,24
java.net.InetAddress$1,1,16
java.net.InetAddress$CachedAddresses,1,40
java.net.InetAddress$PlatformNameService,1,16
java.net.InetAddress[ ],1,24
java.net.ServerSocket,1,32
java.net.Socket,1,40
java.net.SocketImpl$$Lambda$103.0x00000001001e9678,1,16
java.net.SocketPermission,1,56
java.net.StandardProtocolFamily[ ],1,24
java.net.URI$1,1,16
java.net.URL$3,1,16
java.net.URL$DefaultFactory,1,16
java.net.URLClassLoader,1,96
java.net.URLConnection$1,1,16
java.nio.Bits$1,1,16
java.nio.Buffer$1,1,16
java.nio.channels.spi.SelectorProvider$Holder$$Lambda$100.0x00000001001e5318,1,16
java.nio.file.Files$AcceptAllFilter,1,16
java.nio.file.StandardOpenOption[ ],1,56
java.nio.file.attribute.FileAttribute[ ],1,16
java.security.DrbgParameters$Capability[ ],1,32
java.security.ProtectionDomain$JavaSecurityAccessImpl,1,16
java.security.Provider[ ],1,16
java.security.cert.Certificate[ ],1,16
java.text.DecimalFormatSymbols$$Lambda$88.0x00000001001bf5f8,1,16
java.text.DontCareFieldPosition,1,32
java.text.DontCareFieldPosition$1,1,16
java.text.FieldPosition[ ],1,16
java.time.Clock$SystemClock,1,24
java.time.LocalTime[ ],1,112
java.time.ZoneRegion,1,24
java.time.temporal.ChronoField[ ],1,136
java.time.temporal.ChronoUnit[ ],1,80
java.time.zone.TzdbZoneRulesProvider,1,24
java.time.zone.ZoneOffsetTransitionRule[ ],1,16
java.time.zone.ZoneRules,1,40
java.util.ArrayList$SubList,1,32
java.util.Collections$EmptyEnumeration,1,16
java.util.Collections$EmptyIterator,1,16
java.util.Collections$EmptyList,1,16
java.util.Collections$EmptyMap,1,24
java.util.Collections$EmptySet,1,16
java.util.Collections$SynchronizedCollection,1,24
java.util.Collections$SynchronizedSet,1,24
java.util.EnumMap$1,1,16
java.util.Hashtable$KeySet,1,16
java.util.IdentityHashMap$Values,1,16
java.util.Locale$Builder,1,16
java.util.Locale$Cache,1,24
java.util.Locale$Category[ ],1,24
java.util.Map[ ],1,56
java.util.OptionalInt,1,24
java.util.Random,1,32
java.util.ResourceBundle$1,1,16
java.util.ResourceBundle$2,1,40
java.util.ResourceBundle$Control,1,16
java.util.ResourceBundle$Control$CandidateListCache,1,24
java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$49.0x0000000100111738,1,16
java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$50.0x0000000100111de0,1,16
java.util.Spliterators$EmptySpliterator$OfDouble,1,16
java.util.Spliterators$EmptySpliterator$OfInt,1,16
java.util.Spliterators$EmptySpliterator$OfLong,1,16
java.util.Spliterators$EmptySpliterator$OfRef,1,16
java.util.TreeMap$Values,1,16
java.util.concurrent.ConcurrentSkipListMap$Index,1,24
java.util.concurrent.ConcurrentSkipListMap$KeySet,1,16
java.util.concurrent.CopyOnWriteArraySet,1,16
java.util.concurrent.CountDownLatch,1,16
java.util.concurrent.CountDownLatch$Sync,1,32
java.util.concurrent.ForkJoinPool,1,328
java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory,1,16
java.util.concurrent.ForkJoinPool$WorkQueue[ ],1,48
java.util.concurrent.ThreadLocalRandom,1,32
java.util.concurrent.ThreadPoolExecutor$AbortPolicy,1,16
java.util.concurrent.TimeUnit[ ],1,48
java.util.concurrent.atomic.AtomicReference,1,16
java.util.concurrent.atomic.LongAdder,1,32
java.util.concurrent.locks.ReentrantReadWriteLock$FairSync,1,48
java.util.function.Function$$Lambda$23.0x00000001000e8730,1,16
java.util.jar.JavaUtilJarAccessImpl,1,16
java.util.logging.ConsoleHandler,1,48
java.util.logging.ErrorManager,1,16
java.util.logging.Handler[ ],1,16
java.util.logging.Level$$Lambda$41.0x00000001000f6680,1,16
java.util.logging.Level$KnownLevel$$Lambda$34.0x00000001000ee8a0,1,16
java.util.logging.Level$KnownLevel$$Lambda$36.0x00000001000eecf0,1,16
java.util.logging.Level$KnownLevel$$Lambda$42.0x00000001000f6d70,1,16
java.util.logging.LogManager,1,56
java.util.logging.LogManager$Cleaner,1,376
java.util.logging.LogManager$CloseOnReset,1,16
java.util.logging.LogManager$LoggerContext,1,24
java.util.logging.LogManager$LoggingProviderAccess,1,16
java.util.logging.LogManager$RootLogger,1,64
java.util.logging.LogManager$SystemLoggerContext,1,32
java.util.logging.LogManager$VisitedLoggers,1,16
java.util.logging.Logging,1,16
java.util.logging.SimpleFormatter,1,16
java.util.logging.SimpleFormatter$$Lambda$20.0x00000001000e9c00,1,16
java.util.regex.CharPredicates$$Lambda$96.0x00000001001d3f60,1,16
java.util.regex.CharPredicates$$Lambda$99.0x00000001001e4368,1,16
java.util.regex.Pattern$CharProperty,1,24
java.util.regex.Pattern$CharPropertyGreedy,1,24
java.util.regex.Pattern$GroupCurly,1,48
java.util.regex.Pattern$LastNode,1,16
java.util.regex.Pattern$Node,1,16
java.util.regex.Pattern$Qtype[ ],1,32
java.util.stream.Collectors$$Lambda$15.0x00000001000de588,1,16
java.util.stream.Collectors$$Lambda$16.0x00000001000de998,1,16
java.util.stream.Collectors$$Lambda$17.0x00000001000df010,1,16
java.util.stream.Collectors$$Lambda$18.0x00000001000df250,1,16
java.util.stream.Collectors$$Lambda$25.0x00000001000e8ba8,1,16
java.util.stream.Collectors$$Lambda$38.0x00000001000ef418,1,16
java.util.stream.Collectors$$Lambda$39.0x00000001000ef630,1,16
java.util.stream.Collectors$$Lambda$40.0x00000001000efa48,1,16
java.util.stream.Collectors$$Lambda$70.0x00000001001804c8,1,16
java.util.stream.Collectors$$Lambda$72.0x0000000100180910,1,16
java.util.stream.Collectors$$Lambda$77.0x000000010018b1e8,1,16
java.util.stream.Collectors$$Lambda$78.0x000000010018b410,1,16
java.util.stream.Collectors$$Lambda$79.0x000000010018b650,1,16
java.util.stream.FindOps$FindSink$OfInt$$Lambda$89.0x00000001001c0e60,1,16
java.util.stream.FindOps$FindSink$OfInt$$Lambda$90.0x00000001001c10a8,1,16
java.util.stream.FindOps$FindSink$OfInt$$Lambda$91.0x00000001001c12c0,1,16
java.util.stream.FindOps$FindSink$OfInt$$Lambda$92.0x00000001001c1508,1,16
java.util.stream.FindOps$FindSink$OfRef$$Lambda$31.0x00000001000edda8,1,16
java.util.stream.FindOps$FindSink$OfRef$$Lambda$32.0x00000001000ee210,1,16
java.util.stream.FindOps$FindSink$OfRef$$Lambda$33.0x00000001000ee658,1,16
java.util.stream.FindOps$FindSink$OfRef$$Lambda$35.0x00000001000eead8,1,16
java.util.stream.StreamOpFlag[ ],1,40
java.util.stream.StreamShape[ ],1,32
java.util.zip.ZipCoder$UTF8ZipCoder,1,32
java.util.zip.ZipFile$1,1,16
javax.el.ExpressionFactory$CacheKey,1,24
javax.el.Util$CacheValue,1,24
javax.management.JMX,1,16
javax.management.MBeanServerBuilder,1,16
javax.management.NotificationBroadcasterSupport$1,1,16
javax.management.openmbean.SimpleType[ ],1,72
javax.naming.spi.NamingManager$$Lambda$112.0x00000001001f8dc0,1,16
javax.naming.spi.NamingManager$$Lambda$114.0x00000001001fc0c8,1,16
javax.servlet.jsp.PageContext[ ],1,48
javax.websocket.CloseReason,1,24
javax.websocket.CloseReason$CloseCodes[ ],1,80
javax.xml.catalog.CatalogFeatures$Feature[ ],1,32
jdk.internal.jimage.ImageBufferCache$1,1,16
jdk.internal.jimage.ImageBufferCache$2,1,16
jdk.internal.jimage.ImageBufferCache$BufferReference[ ],1,32
jdk.internal.jimage.ImageHeader,1,48
jdk.internal.jimage.ImageReader,1,24
jdk.internal.jimage.ImageReader$SharedImageReader,1,96
jdk.internal.jimage.ImageReaderFactory$1,1,16
jdk.internal.jimage.ImageStringsReader,1,16
jdk.internal.jimage.decompressor.Decompressor,1,16
jdk.internal.loader.ClassLoaders$AppClassLoader,1,112
jdk.internal.loader.ClassLoaders$BootClassLoader,1,104
jdk.internal.loader.ClassLoaders$PlatformClassLoader,1,104
jdk.internal.logger.BootstrapLogger$LoggingBackend[ ],1,32
jdk.internal.logger.BootstrapLogger$RedirectedLoggers,1,24
jdk.internal.logger.LazyLoggers$1,1,16
jdk.internal.logger.LazyLoggers$LazyLoggerFactories,1,16
jdk.internal.math.FloatingDecimal$1,1,16
jdk.internal.misc.InnocuousThread,1,376
jdk.internal.misc.TerminatingThreadLocal$1,1,16
jdk.internal.misc.Unsafe,1,16
jdk.internal.module.ArchivedModuleGraph,1,40
jdk.internal.module.IllegalAccessLogger,1,32
jdk.internal.module.IllegalAccessLogger$Mode[ ],1,32
jdk.internal.module.ModuleHashes,1,24
jdk.internal.module.ModuleLoaderMap$Mapper,1,16
jdk.internal.module.ModulePatcher,1,16
jdk.internal.module.ModuleTarget,1,16
jdk.internal.module.SystemModuleFinders$SystemModuleFinder,1,24
jdk.internal.org.objectweb.asm.Label,1,56
jdk.internal.perf.Perf,1,16
jdk.internal.ref.CleanerImpl,1,32
jdk.internal.ref.CleanerImpl$CleanerCleanable,1,40
jdk.internal.ref.CleanerImpl$SoftCleanableRef,1,56
jdk.internal.ref.CleanerImpl$WeakCleanableRef,1,48
jdk.internal.reflect.GeneratedConstructorAccessor1,1,16
jdk.internal.reflect.GeneratedConstructorAccessor2,1,16
jdk.internal.reflect.GeneratedConstructorAccessor3,1,16
jdk.internal.reflect.GeneratedConstructorAccessor4,1,16
jdk.internal.reflect.GeneratedConstructorAccessor5,1,16
jdk.internal.reflect.GeneratedConstructorAccessor6,1,16
jdk.internal.reflect.GeneratedConstructorAccessor7,1,16
jdk.internal.reflect.GeneratedConstructorAccessor8,1,16
jdk.internal.reflect.GeneratedConstructorAccessor9,1,16
jdk.internal.reflect.GeneratedMethodAccessor1,1,16
jdk.internal.reflect.GeneratedMethodAccessor10,1,16
jdk.internal.reflect.GeneratedMethodAccessor11,1,16
jdk.internal.reflect.GeneratedMethodAccessor12,1,16
jdk.internal.reflect.GeneratedMethodAccessor13,1,16
jdk.internal.reflect.GeneratedMethodAccessor14,1,16
jdk.internal.reflect.GeneratedMethodAccessor15,1,16
jdk.internal.reflect.GeneratedMethodAccessor16,1,16
jdk.internal.reflect.GeneratedMethodAccessor17,1,16
jdk.internal.reflect.GeneratedMethodAccessor18,1,16
jdk.internal.reflect.GeneratedMethodAccessor19,1,16
jdk.internal.reflect.GeneratedMethodAccessor2,1,16
jdk.internal.reflect.GeneratedMethodAccessor20,1,16
jdk.internal.reflect.GeneratedMethodAccessor21,1,16
jdk.internal.reflect.GeneratedMethodAccessor22,1,16
jdk.internal.reflect.GeneratedMethodAccessor3,1,16
jdk.internal.reflect.GeneratedMethodAccessor4,1,16
jdk.internal.reflect.GeneratedMethodAccessor5,1,16
jdk.internal.reflect.GeneratedMethodAccessor6,1,16
jdk.internal.reflect.GeneratedMethodAccessor7,1,16
jdk.internal.reflect.GeneratedMethodAccessor8,1,16
jdk.internal.reflect.GeneratedMethodAccessor9,1,16
jdk.internal.reflect.GeneratedSerializationConstructorAccessor1,1,16
jdk.internal.reflect.GeneratedSerializationConstructorAccessor2,1,16
jdk.internal.reflect.GeneratedSerializationConstructorAccessor3,1,16
jdk.internal.reflect.GeneratedSerializationConstructorAccessor4,1,16
jdk.internal.reflect.ReflectionFactory,1,16
jdk.internal.util.Preconditions$1,1,16
jdk.management.jfr.FlightRecorderMXBeanImpl,1,48
jdk.management.jfr.SettingDescriptorInfo$1,1,16
jdk.management.jfr.StreamManager,1,24
jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent,1,24
jdk.net.ExtendedSocketOptions$1,1,32
jdk.net.ExtendedSocketOptions$PlatformSocketOptions,1,16
jdk.xml.internal.SecuritySupport$$Lambda$56.0x0000000100121ad8,1,16
org.apache.catalina.AccessLog[ ],1,24
org.apache.catalina.LifecycleState[ ],1,64
org.apache.catalina.Service[ ],1,24
org.apache.catalina.WebResourceRoot$ResourceSetType[ ],1,32
org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight[ ],1,32
org.apache.catalina.authenticator.AuthenticatorBase$NoOpAuthConfigProvider,1,16
org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl,1,32
org.apache.catalina.connector.Connector,1,128
org.apache.catalina.connector.Connector[ ],1,24
org.apache.catalina.connector.CoyoteAdapter,1,16
org.apache.catalina.connector.CoyoteAdapter$1,1,16
org.apache.catalina.connector.CoyoteInputStream,1,16
org.apache.catalina.connector.CoyoteOutputStream,1,16
org.apache.catalina.connector.CoyoteReader,1,56
org.apache.catalina.connector.CoyoteWriter,1,40
org.apache.catalina.connector.InputBuffer,1,72
org.apache.catalina.connector.OutputBuffer,1,72
org.apache.catalina.connector.Request,1,176
org.apache.catalina.connector.Request$1,1,16
org.apache.catalina.connector.Request$2,1,16
org.apache.catalina.connector.Request$3,1,16
org.apache.catalina.connector.Request$4,1,16
org.apache.catalina.connector.Request$5,1,16
org.apache.catalina.connector.Request$6,1,16
org.apache.catalina.connector.Request$7,1,16
org.apache.catalina.connector.Request$8,1,16
org.apache.catalina.connector.Request$9,1,16
org.apache.catalina.connector.RequestFacade,1,16
org.apache.catalina.connector.Response,1,64
org.apache.catalina.connector.ResponseFacade,1,16
org.apache.catalina.core.AccessLogAdapter,1,16
org.apache.catalina.core.ApplicationFilterChain,1,32
org.apache.catalina.core.ApplicationFilterConfig[ ],1,56
org.apache.catalina.core.ApplicationMapping,1,24
org.apache.catalina.core.ApplicationMappingMatch[ ],1,40
org.apache.catalina.core.AprLifecycleListener,1,16
org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor,1,16
org.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry[ ],1,16
org.apache.catalina.core.JreMemoryLeakPreventionListener,1,32
org.apache.catalina.core.StandardContext$1,1,16
org.apache.catalina.core.StandardEngine,1,128
org.apache.catalina.core.StandardEngineValve,1,48
org.apache.catalina.core.StandardHost,1,168
org.apache.catalina.core.StandardHostValve,1,48
org.apache.catalina.core.StandardServer,1,112
org.apache.catalina.core.StandardService,1,80
org.apache.catalina.core.ThreadLocalLeakPreventionListener,1,16
org.apache.catalina.mapper.Mapper,1,32
org.apache.catalina.mapper.Mapper$ContextList,1,24
org.apache.catalina.mapper.Mapper$MappedContext[ ],1,24
org.apache.catalina.mapper.Mapper$MappedHost,1,32
org.apache.catalina.mapper.MapperListener,1,48
org.apache.catalina.mapper.MappingData,1,64
org.apache.catalina.mbeans.ClassNameMBean,1,40
org.apache.catalina.mbeans.ConnectorMBean,1,40
org.apache.catalina.mbeans.ContextResourceMBean,1,40
org.apache.catalina.mbeans.GlobalResourcesLifecycleListener,1,16
org.apache.catalina.mbeans.MBeanFactory,1,16
org.apache.catalina.mbeans.MemoryUserDatabaseMBean,1,56
org.apache.catalina.mbeans.ServiceMBean,1,40
org.apache.catalina.realm.LockOutRealm,1,96
org.apache.catalina.realm.LockOutRealm$1,1,64
org.apache.catalina.realm.UserDatabaseRealm,1,88
org.apache.catalina.security.SecurityConfig,1,24
org.apache.catalina.servlets.DefaultServlet$BomConfig[ ],1,32
org.apache.catalina.servlets.DefaultServlet$Range,1,40
org.apache.catalina.session.StandardSession,1,88
org.apache.catalina.session.StandardSessionFacade,1,16
org.apache.catalina.startup.Bootstrap,1,32
org.apache.catalina.startup.Catalina,1,32
org.apache.catalina.startup.Catalina$CatalinaShutdownHook,1,376
org.apache.catalina.startup.ClassLoaderFactory$RepositoryType[ ],1,32
org.apache.catalina.startup.ContextConfig$DefaultWebXmlCacheEntry,1,32
org.apache.catalina.startup.ContextConfig$HostWebXmlCacheCleaner,1,16
org.apache.catalina.startup.EngineConfig,1,16
org.apache.catalina.startup.HostConfig,1,56
org.apache.catalina.startup.VersionLoggerListener,1,16
org.apache.catalina.users.MemoryUserDatabase,1,64
org.apache.catalina.util.ParameterMap,1,24
org.apache.catalina.valves.AbstractAccessLogValve$1,1,16
org.apache.catalina.valves.AbstractAccessLogValve$2,1,16
org.apache.catalina.valves.AbstractAccessLogValve$AccessLogElement[ ],1,72
org.apache.catalina.valves.AbstractAccessLogValve$ByteSentElement,1,16
org.apache.catalina.valves.AbstractAccessLogValve$CachedElement[ ],1,24
org.apache.catalina.valves.AbstractAccessLogValve$DateAndTimeElement,1,32
org.apache.catalina.valves.AbstractAccessLogValve$FormatType[ ],1,40
org.apache.catalina.valves.AbstractAccessLogValve$HostElement,1,16
org.apache.catalina.valves.AbstractAccessLogValve$HttpStatusCodeElement,1,16
org.apache.catalina.valves.AbstractAccessLogValve$LogicalUserNameElement,1,16
org.apache.catalina.valves.AbstractAccessLogValve$RequestElement,1,16
org.apache.catalina.valves.AbstractAccessLogValve$UserElement,1,16
org.apache.catalina.valves.AccessLogValve,1,144
org.apache.catalina.valves.ErrorReportValve,1,48
org.apache.catalina.webresources.CachedResource$CachedResourceURLStreamHandler,1,32
org.apache.catalina.webresources.JarResourceSet,1,80
org.apache.catalina.webresources.TomcatURLStreamHandlerFactory,1,24
org.apache.coyote.AbstractProtocol$AsyncTimeout,1,24
org.apache.coyote.AbstractProtocol$ConnectionHandler,1,32
org.apache.coyote.AbstractProtocol$RecycledProcessors,1,40
org.apache.coyote.ActionCode[ ],1,200
org.apache.coyote.AsyncStateMachine,1,40
org.apache.coyote.AsyncStateMachine$AsyncState[ ],1,72
org.apache.coyote.CompressionConfig,1,40
org.apache.coyote.ContinueResponseTiming[ ],1,32
org.apache.coyote.ErrorState[ ],1,32
org.apache.coyote.Request,1,192
org.apache.coyote.RequestGroupInfo,1,56
org.apache.coyote.RequestInfo,1,88
org.apache.coyote.Response,1,104
org.apache.coyote.http11.Http11InputBuffer,1,88
org.apache.coyote.http11.Http11InputBuffer$HeaderParseData,1,32
org.apache.coyote.http11.Http11InputBuffer$HeaderParsePosition[ ],1,40
org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus[ ],1,32
org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer,1,16
org.apache.coyote.http11.Http11NioProtocol,1,144
org.apache.coyote.http11.Http11OutputBuffer,1,56
org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer,1,16
org.apache.coyote.http11.Http11Processor,1,128
org.apache.coyote.http11.filters.BufferedInputFilter,1,32
org.apache.coyote.http11.filters.ChunkedInputFilter,1,64
org.apache.coyote.http11.filters.ChunkedOutputFilter,1,24
org.apache.coyote.http11.filters.GzipOutputFilter,1,24
org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream,1,24
org.apache.coyote.http11.filters.IdentityInputFilter,1,40
org.apache.coyote.http11.filters.IdentityOutputFilter,1,32
org.apache.coyote.http11.filters.VoidInputFilter,1,16
org.apache.coyote.http11.filters.VoidOutputFilter,1,16
org.apache.el.ExpressionFactoryImpl,1,16
org.apache.jasper.JspCompilationContext,1,112
org.apache.jasper.compiler.JDTCompiler,1,48
org.apache.jasper.runtime.BodyContentImpl[ ],1,16
org.apache.jasper.runtime.JspApplicationContextImpl,1,32
org.apache.jasper.runtime.JspFactoryImpl,1,16
org.apache.jasper.runtime.JspFactoryImpl$PageContextPool,1,24
org.apache.jasper.runtime.JspWriterImpl,1,48
org.apache.jasper.runtime.PageContextImpl,1,72
org.apache.jasper.servlet.JasperLoader,1,104
org.apache.jasper.servlet.JspServletWrapper,1,96
org.apache.juli.logging.LogFactory,1,16
org.apache.naming.NameParserImpl,1,16
org.apache.naming.java.javaURLContextFactory,1,16
org.apache.tomcat.JarScanType[ ],1,32
org.apache.tomcat.util.buf.B2CConverter,1,32
org.apache.tomcat.util.buf.CharsetCache,1,16
org.apache.tomcat.util.buf.CharsetCache$DummyCharset,1,24
org.apache.tomcat.util.buf.EncodedSolidusHandling[ ],1,32
org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory,1,16
org.apache.tomcat.util.buf.StringCache,1,16
org.apache.tomcat.util.buf.UDecoder,1,16
org.apache.tomcat.util.buf.UEncoder,1,32
org.apache.tomcat.util.buf.UEncoder$SafeCharsSet[ ],1,24
org.apache.tomcat.util.buf.Utf8Decoder,1,40
org.apache.tomcat.util.collections.ConcurrentCache,1,24
org.apache.tomcat.util.compat.Jre9Compat,1,16
org.apache.tomcat.util.descriptor.web.ContextResource,1,56
org.apache.tomcat.util.descriptor.web.LoginConfig,1,32
org.apache.tomcat.util.descriptor.web.SessionConfig,1,48
org.apache.tomcat.util.descriptor.web.WebXml,1,184
org.apache.tomcat.util.digester.Digester$EntityResolver2Wrapper,1,32
org.apache.tomcat.util.http.ConcurrentDateFormat[ ],1,32
org.apache.tomcat.util.http.CookieProcessorBase$1,1,16
org.apache.tomcat.util.http.Parameters,1,72
org.apache.tomcat.util.http.SameSiteCookies[ ],1,32
org.apache.tomcat.util.http.ServerCookie,1,40
org.apache.tomcat.util.http.ServerCookie[ ],1,32
org.apache.tomcat.util.http.ServerCookies,1,24
org.apache.tomcat.util.http.parser.HttpParser$DomainParseState[ ],1,48
org.apache.tomcat.util.http.parser.MediaTypeCache,1,16
org.apache.tomcat.util.http.parser.SkipResult[ ],1,32
org.apache.tomcat.util.log.UserDataHelper$Config[ ],1,32
org.apache.tomcat.util.log.UserDataHelper$Mode[ ],1,32
org.apache.tomcat.util.modeler.Registry,1,48
org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState[ ],1,32
org.apache.tomcat.util.net.AbstractEndpoint$Acceptor[ ],1,24
org.apache.tomcat.util.net.AbstractEndpoint$BindState[ ],1,32
org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState[ ],1,48
org.apache.tomcat.util.net.NioBlockingSelector,1,24
org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller,1,384
org.apache.tomcat.util.net.NioBlockingSelector$KeyReference,1,16
org.apache.tomcat.util.net.NioEndpoint,1,192
org.apache.tomcat.util.net.NioEndpoint$Acceptor,1,24
org.apache.tomcat.util.net.NioEndpoint$PollerEvent,1,24
org.apache.tomcat.util.net.NioEndpoint$Poller[ ],1,24
org.apache.tomcat.util.net.NioSelectorPool,1,56
org.apache.tomcat.util.net.SendfileState[ ],1,32
org.apache.tomcat.util.net.SocketEvent[ ],1,48
org.apache.tomcat.util.net.SocketProperties,1,104
org.apache.tomcat.util.net.SocketWrapperBase$1,1,16
org.apache.tomcat.util.net.SocketWrapperBase$2,1,16
org.apache.tomcat.util.net.SocketWrapperBase$3,1,16
org.apache.tomcat.util.threads.LimitLatch,1,32
org.apache.tomcat.util.threads.LimitLatch$Sync,1,32
org.apache.tomcat.util.threads.TaskQueue,1,56
org.apache.tomcat.util.threads.TaskThreadFactory,1,32
org.apache.tomcat.util.threads.ThreadPoolExecutor,1,96
org.apache.tomcat.util.threads.ThreadPoolExecutor$RejectPolicy,1,16
org.apache.tomcat.websocket.WsExtension,1,24
sun.management.ClassLoadingImpl,1,16
sun.management.CompilationImpl,1,24
sun.management.ManagementFactoryHelper$$Lambda$73.0x00000001001871a0,1,16
sun.management.ManagementFactoryHelper$LoggingMXBeanAccess,1,24
sun.management.ManagementFactoryHelper$PlatformLoggingImpl,1,24
sun.management.MemoryImpl,1,24
sun.management.RuntimeImpl,1,24
sun.management.VMManagementImpl,1,24
sun.net.DefaultProgressMeteringPolicy,1,16
sun.net.ProgressMonitor,1,24
sun.net.www.MimeTable,1,24
sun.net.www.protocol.jar.JarFileFactory,1,16
sun.net.www.protocol.jrt.JavaRuntimeURLConnection$$Lambda$121.0x000000010023a458,1,16
sun.nio.ch.DefaultSelectorProvider$$Lambda$101.0x00000001001e5bd0,1,16
sun.nio.ch.ExtendedSocketOption$1,1,16
sun.nio.ch.FileChannelImpl$1,1,16
sun.nio.ch.FileChannelImpl$2,1,16
sun.nio.ch.Net$1,1,16
sun.nio.ch.NioSocketImpl$$Lambda$126.0x000000010024d468,1,16
sun.nio.ch.ServerSocketAdaptor,1,40
sun.nio.ch.ServerSocketChannelImpl,1,88
sun.nio.ch.Util$1,1,16
sun.nio.ch.WindowsSelectorProvider,1,16
sun.nio.cs.ISO_8859_1,1,24
